step;id;q_stock;q_consumed;q_wasted
0;1;5;0;0
0;2;10;0;0
0;3;0;0;0
0;4;0;0;0
0;5;0;0;0
0;6;0;0;0
0;7;0;0;0
1;1;9;0;0
1;2;19;0;0
1;3;0;0;0
1;4;0;0;0
1;5;0;0;0
1;6;0;0;0
1;7;0;0;0
2;1;12;0;0
2;2;34;0;0
2;3;0;0;0
2;4;0;0;0
2;5;0;0;0
2;6;0;0;0
2;7;0;0;0
3;1;21;0;0
3;2;51;0;0
3;3;0;0;0
3;4;0;0;0
3;5;0;0;0
3;6;0;0;0
3;7;0;0;0
4;1;33;0;0
4;2;75;0;0
4;3;0;0;0
4;4;5;0;0
4;5;0;0;0
4;6;0;0;0
4;7;0;0;0
5;1;49;0;0
5;2;89;0;0
5;3;0;0;0
5;4;6;5;0
5;5;0;0;0
5;6;0;0;0
5;7;0;0;0
6;1;68;0;0
6;2;98;0;0
6;3;4;0;0
6;4;4;11;0
6;5;0;0;0
6;6;0;0;0
6;7;0;0;0
7;1;89;0;0
7;2;99;0;0
7;3;5;0;0
7;4;6;15;0
7;5;0;0;0
7;6;0;0;0
7;7;0;0;0
8;1;93;0;0
8;2;95;0;0
8;3;0;0;0
8;4;4;21;0
8;5;0;0;0
8;6;0;0;0
8;7;0;0;0
9;1;98;0;0
9;2;95;0;0
9;3;4;0;0
9;4;5;25;0
9;5;0;0;0
9;6;0;0;0
9;7;0;0;0
10;1;99;0;0
10;2;99;0;0
10;3;4;0;0
10;4;5;30;0
10;5;0;0;0
10;6;0;0;0
10;7;0;0;0
11;1;92;0;0
11;2;99;0;0
11;3;0;0;0
11;4;5;35;0
11;5;0;0;0
11;6;0;0;0
11;7;0;0;0
12;1;98;0;0
12;2;99;0;0
12;3;0;0;0
12;4;4;40;0
12;5;0;0;0
12;6;0;0;0
12;7;0;0;0
13;1;99;0;0
13;2;99;0;0
13;3;0;0;0
13;4;7;44;0
13;5;0;0;0
13;6;0;0;0
13;7;0;0;0
14;1;99;0;0
14;2;98;0;0
14;3;0;0;0
14;4;1;51;0
14;5;0;0;0
14;6;0;0;0
14;7;0;0;0
15;1;95;0;0
15;2;99;0;0
15;3;0;0;0
15;4;0;52;0
15;5;0;0;0
15;6;0;0;0
15;7;0;0;0
16;1;99;0;0
16;2;99;0;0
16;3;0;0;0
16;4;1;52;0
16;5;0;0;0
16;6;0;0;0
16;7;0;0;0
17;1;99;0;0
17;2;99;0;0
17;3;0;0;0
17;4;4;53;0
17;5;0;0;0
17;6;0;0;0
17;7;0;0;0
18;1;98;0;0
18;2;94;0;0
18;3;0;0;0
18;4;0;57;0
18;5;0;0;0
18;6;0;0;0
18;7;0;0;0
19;1;98;0;0
19;2;94;0;0
19;3;0;0;0
19;4;0;57;0
19;5;0;0;0
19;6;0;0;0
19;7;0;0;0
20;1;94;0;0
20;2;99;0;0
20;3;0;0;0
20;4;6;57;0
20;5;0;0;0
20;6;0;0;0
20;7;0;0;0
21;1;96;0;0
21;2;99;0;0
21;3;0;0;0
21;4;6;63;0
21;5;0;0;0
21;6;0;0;0
21;7;0;0;0
22;1;96;0;0
22;2;99;0;0
22;3;0;0;0
22;4;5;69;0
22;5;0;0;0
22;6;0;0;0
22;7;0;0;0
23;1;95;0;0
23;2;95;0;0
23;3;0;0;0
23;4;3;74;0
23;5;0;0;0
23;6;0;0;0
23;7;0;0;0
24;1;96;0;0
24;2;99;0;0
24;3;1;0;0
24;4;3;77;0
24;5;0;0;0
24;6;0;0;0
24;7;0;0;0
25;1;96;0;0
25;2;96;0;0
25;3;0;0;0
25;4;7;80;0
25;5;0;0;0
25;6;0;0;0
25;7;0;0;0
26;1;96;0;0
26;2;95;0;0
26;3;0;0;0
26;4;4;87;0
26;5;0;0;0
26;6;0;0;0
26;7;0;0;0
27;1;92;0;0
27;2;94;0;0
27;3;0;0;0
27;4;6;91;0
27;5;0;0;0
27;6;0;0;0
27;7;0;0;0
28;1;96;0;0
28;2;94;0;0
28;3;5;0;0
28;4;7;97;0
28;5;0;0;0
